stock_id:ID(Stock),name,:LABEL
002642,荣联科技,Stock
603859,能科股份,Stock
600776,东方通信,Stock
601188,龙江交通,Stock
600263,路桥建设,Stock
000690,宝新能源,Stock
002357,富临运业,Stock
600799,*ST龙科,Stock
300295,三六五网,Stock
600633,浙数文化,Stock
002707,众信旅游,Stock
300041,回天新材,Stock
002029,七匹狼,Stock
000014,沙河股份,Stock
300411,金盾股份,Stock
002479,富春环保,Stock
002183,怡亚通,Stock
000917,电广传媒,Stock
002880,卫光生物,Stock
000852,石化机械,Stock
002496,*ST辉丰,Stock
600058,五矿发展,Stock
300104,乐视退,Stock
000151,中成股份,Stock
600408,ST安泰,Stock
300554,三超新材,Stock
000501,鄂武商A,Stock
300387,富邦股份,Stock
600721,*ST百花,Stock
000628,高新发展,Stock
002615,哈尔斯,Stock
600371,万向德农,Stock
000782,美达股份,Stock
002245,蔚蓝锂芯,Stock
601999,出版传媒,Stock
002750,龙津药业,Stock
600664,哈药股份,Stock
002300,太阳电缆,Stock
300368,汇金股份,Stock
900949,东电B股,Stock
600234,ST山水,Stock
300692,中环环保,Stock
603377,东方时尚,Stock
002896,中大力德,Stock
600808,马钢股份,Stock
603727,博迈科,Stock
000901,航天科技,Stock
002195,二三四五,Stock
300407,凯发电气,Stock
000002,万科A,Stock
300057,万顺新材,Stock
000517,荣安地产,Stock
300542,新晨科技,Stock
300112,万讯自控,Stock
002480,新筑股份,Stock
603232,格尔软件,Stock
002879,长缆科技,Stock
603398,邦宝益智,Stock
603662,柯力传感,Stock
002253,川大智胜,Stock
600367,红星发展,Stock
002603,以岭药业,Stock
600737,中粮糖业,Stock
300391,康跃科技,Stock
603818,曲美家居,Stock
601126,四方股份,Stock
601599,浙文影业,Stock
300684,中石科技,Stock
600222,太龙药业,Stock
002316,亚联发展,Stock
600672,*ST华圣,Stock
600388,龙净环保,Stock
002746,仙坛股份,Stock
000055,方大集团,Stock
002068,黑猫股份,Stock
002592,ST八菱,Stock
000405,ST鑫光,Stock
002438,江苏神通,Stock
300450,先导智能,Stock
000956,中原退市,Stock
603320,迪贝电气,Stock
601608,中信重工,Stock
000813,德展健康,Stock
601258,ST庞大,Stock
600019,宝钢股份,Stock
300145,中金环境,Stock
600449,宁夏建材,Stock
002087,新野纺织,Stock
000540,中天金融,Stock
300515,三德科技,Stock
600760,中航沈飞,Stock
601872,招商轮船,Stock
002654,万润科技,Stock
000669,*ST金鸿,Stock
600330,天通股份,Stock
002204,大连重工,Stock
002711,*ST欧浦,Stock
600625,PT水仙,Stock
300283,温州宏丰,Stock
900908,氯碱B股,Stock
300329,海伦钢琴,Stock
002341,新纶科技,Stock
000686,东北证券,Stock
600275,ST昌鱼,Stock
603009,北特科技,Stock
600961,株冶集团,Stock
000868,安凯客车,Stock
002855,捷荣技术,Stock
600062,华润双鹤,Stock
600598,北大荒,Stock
002156,通富微电,Stock
600432,退市吉恩,Stock
300094,国联水产,Stock
002506,协鑫集成,Stock
002013,中航机电,Stock
300581,晨曦航空,Stock
600127,金健米业,Stock
002443,金洲管道,Stock
600577,精达股份,Stock
002910,庄园牧场,Stock
600824,益民集团,Stock
000887,中鼎股份,Stock
601366,利群股份,Stock
000757,浩物股份,Stock
300702,天宇股份,Stock
002290,禾盛新材,Stock
300352,北信源,Stock
200030,富奥B,Stock
603588,高能环境,Stock
603567,珍宝岛,Stock
000612,焦作万方,Stock
300647,超频三,Stock
002785,万里石,Stock
300217,东方电热,Stock
300539,横河模具,Stock
002551,尚荣医疗,Stock
000096,广聚能源,Stock
300169,天晟新材,Stock
002101,广东鸿图,Stock
300493,润欣科技,Stock
600035,楚天高速,Stock
000995,皇台酒业,Stock
002802,洪汇新材,Stock
600936,广西广电,Stock
603619,中曼石油,Stock
600873,梅花生物,Stock
600520,文一科技,Stock
300186,大华农,Stock
000429,粤高速A,Stock
002414,高德红外,Stock
000583,S*ST托普,Stock
600170,上海建工,Stock
002044,美年健康,Stock
603025,大豪科技,Stock
601018,宁波港,Stock
600259,广晟有色,Stock
002697,红旗连锁,Stock
900924,上工B股,Stock
300305,裕兴股份,Stock
600609,金杯汽车,Stock
603926,铁流股份,Stock
000700,模塑科技,Stock
002228,合兴包装,Stock
300240,飞力达,Stock
002678,珠江钢琴,Stock
300610,晨化股份,Stock
603863,松炀资源,Stock
002382,蓝帆医疗,Stock
603530,神马电力,Stock
603160,汇顶科技,Stock
000829,天音控股,Stock
000983,山西焦煤,Stock
601798,蓝科高新,Stock
600023,浙能电力,Stock
300485,赛升药业,Stock
002117,东港股份,Stock
002547,春兴精工,Stock
600189,泉阳泉,Stock
002052,*ST同洲,Stock
600166,福田汽车,Stock
000595,*ST宝实,Stock
002402,和而泰,Stock
300190,维尔利,Stock
600536,中国软件,Stock
601777,ST力帆,Stock
600865,百大集团,Stock
000716,黑芝麻,Stock
300313,天山生物,Stock
900932,陆家B股,Stock
002681,奋达科技,Stock
603033,三维股份,Stock
603199,九华旅游,Stock
002394,联发股份,Stock
300606,金太阳,Stock
000653,ST九州,Stock
300256,星星科技,Stock
002510,天汽模,Stock
300578,会畅通讯,Stock
300082,奥克股份,Stock
002140,东华科技,Stock
300128,锦富技术,Stock
600074,退市保千,Stock
603208,江山欧派,Stock
002843,泰嘉股份,Stock
603658,安图生物,Stock
600977,中国电影,Stock
600998,九州通,Stock
600832,东方明珠,Stock
002906,华阳集团,Stock
600561,江西长运,Stock
002455,百川股份,Stock
600131,国网信通,Stock
300597,吉大通信,Stock
002005,ST德豪,Stock
000038,深大通,Stock
600218,全柴动力,Stock
200026,飞亚达B,Stock
300344,立方数科,Stock
002286,保龄宝,Stock
603967,中创物流,Stock
600648,外高桥,Stock
603988,中电电机,Stock
300201,海伦哲,Stock
002269,美邦服饰,Stock
002793,罗欣药业,Stock
300651,金陵体育,Stock
002639,雪人股份,Stock
603822,嘉澳环保,Stock
603121,华培动力,Stock
300123,亚光科技,Stock
600585,海螺水泥,Stock
000526,紫光学大,Stock
300573,兴齐眼药,Stock
300089,文化长城,Stock
000875,吉电股份,Stock
002848,高斯贝尔,Stock
603203,快克股份,Stock
603716,塞力医疗,Stock
600839,四川长虹,Stock
000930,中粮科技,Stock
600993,马应龙,Stock
000033,新都退,Stock
300066,三川智慧,Stock
600090,*ST济堂,Stock
300436,广生堂,Stock
603595,东尼电子,Stock
600643,爱建集团,Stock
002777,久远银海,Stock
600213,亚星客车,Stock
002327,富安娜,Stock
002632,道明光学,Stock
603829,洛凯股份,Stock
600706,曲江文旅,Stock
603983,丸美股份,Stock
002262,恩华药业,Stock
002798,帝欧家居,Stock
600356,恒丰纸业,Stock
200168,*ST舜喆B,Stock
601117,中国化学,Stock
603080,新疆火炬,Stock
000988,华工科技,Stock
600881,亚泰集团,Stock
000822,山东海化,Stock
600478,科力远,Stock
000571,*ST大洲,Stock
600182,S佳通,Stock
600028,中国石化,Stock
300174,元力股份,Stock
002409,雅克科技,Stock
300461,田中精机,Stock
002059,云南旅游,Stock
300031,宝通科技,Stock
600497,驰宏锌锗,Stock
603311,金海高科,Stock
000967,盈峰环境,Stock
300318,博晖创新,Stock
900939,汇丽B,Stock
002370,亚太药业,Stock
002720,宏良股份,Stock
600614,*ST鹏起,Stock
603192,汇得科技,Stock
603038,华立股份,Stock
601005,重庆钢铁,Stock
600301,ST南化,Stock
002235,安妮股份,Stock
600751,海航科技,Stock
002665,首航高科,Stock
000658,ST海洋,Stock
300162,雷曼光电,Stock
300498,温氏股份,Stock
300532,今天国际,Stock
000567,海德股份,Stock
002809,红墙股份,Stock
603612,索通发展,Stock
600897,厦门空港,Stock
600878,*ST北科,Stock
603757,大元泵业,Stock
000971,*ST高升,Stock
000588,PT粤金曼,Stock
600481,双良节能,Stock
300027,华谊兄弟,Stock
300477,合纵科技,Stock
000422,ST宜化,Stock
600602,云赛智联,Stock
002736,国信证券,Stock
600252,中恒集团,Stock
002366,台海核电,Stock
200596,古井贡B,Stock
603887,城地香江,Stock
002673,西部证券,Stock
600747,退市大控,Stock
603868,飞科电器,Stock
002389,航天彩虹,Stock
002223,鱼跃医疗,Stock
600317,营口港,Stock
601228,广州港,Stock
601678,滨化股份,Stock
000863,三湘印象,Stock
600439,瑞贝卡,Stock
300565,科信技术,Stock
000530,冰山冷热,Stock
600069,退市银鸽,Stock
600593,大连圣亚,Stock
300135,宝利国际,Stock
300420,五洋停车,Stock
600086,退市金钰,Stock
002448,中原内配,Stock
300070,碧水源,Stock
002018,华信退,Stock
000025,特力A,Stock
600985,淮北矿业,Stock
000926,福星股份,Stock
603700,宁水集团,Stock
002331,皖通科技,Stock
300359,全通教育,Stock
600205,S山东铝,Stock
002761,多喜爱,Stock
300709,精研科技,Stock
600655,豫园股份,Stock
603429,集友股份,Stock
