stock_id,profit_possibility_half,avg_profit_half
000001,0.7368421052631579,0.1560526315789474
000002,0.6842105263157895,0.04147368421052632
000004,0.42105263157894735,0.08889473684210529
000005,0.21052631578947367,-0.0768421052631579
000006,0.3157894736842105,0.04752631578947369
000007,0.47368421052631576,-0.024157894736842093
000008,0.0,-0.12631578947368421
000009,0.7894736842105263,0.18600000000000003
000010,0.7894736842105263,0.0668421052631579
000011,0.42105263157894735,0.1927368421052632
000012,0.8947368421052632,0.15189473684210525
000014,0.3157894736842105,-0.0214736842105263
000016,0.5789473684210527,0.22226315789473683
000017,0.2631578947368421,-0.21021052631578946
000019,0.3684210526315789,0.04584210526315787
000020,0.3157894736842105,-0.0733157894736842
000021,0.6842105263157895,0.2940526315789474
000023,0.5789473684210527,0.08763157894736842
000025,0.3684210526315789,-0.08352631578947364
000026,0.6842105263157895,0.3237368421052632
000027,0.5789473684210527,0.09778947368421051
000028,0.47368421052631576,0.01378947368421053
000029,0.0,-0.298
000030,0.6842105263157895,0.16036842105263158
000031,0.15789473684210525,-0.12299999999999998
000032,0.8421052631578947,0.3228421052631579
000034,0.6842105263157895,0.12610526315789475
000035,0.3157894736842105,-0.04289473684210526
000036,0.3684210526315789,-0.07852631578947368
000037,0.42105263157894735,-0.018210526315789462
000038,0.47368421052631576,0.12494736842105265
000039,0.47368421052631576,0.12726315789473688
000040,0.15789473684210525,-0.19678947368421054
000042,0.3157894736842105,-0.025263157894736845
000045,0.631578947368421,0.051947368421052624
000046,0.15789473684210525,-0.14542105263157895
000048,0.5789473684210527,0.13521052631578948
000049,0.8947368421052632,0.2765263157894737
000050,0.5263157894736842,0.03936842105263159
000055,0.3157894736842105,-0.041947368421052636
000056,0.15789473684210525,-0.14363157894736844
000058,0.5263157894736842,0.07636842105263159
000059,0.42105263157894735,-0.012789473684210526
000060,0.47368421052631576,0.04
000061,0.42105263157894735,0.06263157894736841
000062,0.47368421052631576,-0.024421052631578958
000063,0.5,0.05484210526315789
000065,0.3157894736842105,-0.013052631578947364
000066,0.5789473684210527,0.18831578947368421
000068,0.15789473684210525,-0.09152631578947368
000069,0.5789473684210527,0.058684210526315776
000070,0.2631578947368421,-0.10215789473684211
000078,0.47368421052631576,0.04563157894736842
000088,0.42105263157894735,0.06678947368421051
000089,0.5263157894736842,-0.010052631578947365
000090,0.47368421052631576,0.06778947368421051
000096,0.47368421052631576,-0.02994736842105262
000099,0.42105263157894735,-0.006421052631578945
000100,0.9473684210526315,0.32915789473684215
000150,0.05263157894736842,-0.10963157894736843
000151,0.2631578947368421,-0.08189473684210527
000153,0.7368421052631579,0.13752631578947372
000155,0.7894736842105263,0.4267368421052631
000156,0.42105263157894735,-0.0431578947368421
000157,0.8947368421052632,0.2657894736842105
000158,0.5263157894736842,0.1156315789473684
000159,0.42105263157894735,-0.06110526315789474
000166,0.42105263157894735,0.014789473684210514
000301,0.631578947368421,0.3300526315789473
000333,0.8947368421052632,0.12331578947368421
000338,0.8421052631578947,0.15942105263157894
000400,0.7777777777777778,0.17957894736842103
000401,0.3157894736842105,0.0016842105263157896
000402,0.21052631578947367,-0.04926315789473684
000403,0.6842105263157895,0.3037368421052631
000404,0.47368421052631576,0.031210526315789473
000407,0.47368421052631576,0.06726315789473683
000408,0.5789473684210527,0.07852631578947364
000409,0.2631578947368421,-0.06721052631578946
